audio_name,mean_rms,std_rms,mean_zcr,std_zcr,mean_spectral_centroid,std_spectral_centroid,mean_spectral_bandwidth,std_spectral_bandwidth,mean_spectral_flatness,std_spectral_flatness,mean_spectral_rolloff,std_spectral_rolloff,class
231.wav,0.10853145,0.010474517,0.2243142081993569,0.2243142081993569,3070.842163202748,3070.842163202748,89.86850124610476,89.86850124610476,0.06694978,0.06694978,5100.945789790997,5100.945789790997,yes
953.wav,0.049456917,0.0046416796,0.1790720458199357,0.1790720458199357,2723.9233040600966,2723.9233040600966,124.05020647299513,124.05020647299513,0.06882298,0.06882298,5212.696882536174,5212.696882536174,yes
552.wav,0.10484468,0.011170311,0.14232691921221866,0.14232691921221866,1970.1873878065228,1970.1873878065228,81.9633010005219,81.9633010005219,0.007791756,0.007791756,3061.0382963223474,3061.0382963223474,yes
352.wav,0.043377936,0.007123292,0.16825763665594856,0.16825763665594856,2636.0709253315413,2636.0709253315413,129.4365465064497,129.4365465064497,0.05618345,0.05618345,5075.189032355305,5075.189032355305,yes
907.wav,0.032483753,0.0028958202,0.16393061696141478,0.16393061696141478,2545.7910882746874,2545.7910882746874,103.64691581913614,103.64691581913614,0.051962636,0.051962636,4711.409452873794,4711.409452873794,yes
655.wav,0.031307552,0.004418578,0.1520674236334405,0.1520674236334405,2617.0806728701937,2617.0806728701937,127.9935312212605,127.9935312212605,0.048920892,0.048920892,5053.309636254019,5053.309636254019,yes
716.wav,0.10983705,0.010957728,0.11537253818327975,0.11537253818327975,1669.901224350422,1669.901224350422,96.8116449581621,96.8116449581621,0.007164452,0.007164452,2576.506606712219,2576.506606712219,yes
982.wav,0.026340205,0.011084037,0.12229953778135048,0.12229953778135048,2206.11997567738,2206.11997567738,229.10285231442748,229.10285231442748,0.036349617,0.036349617,4276.175643086816,4276.175643086816,yes
925.wav,0.0411564,0.004320865,0.15267659766881028,0.15267659766881028,2476.277761648162,2476.277761648162,113.6397116361869,113.6397116361869,0.046959728,0.046959728,4645.494310188907,4645.494310188907,yes
64.wav,0.024704479,0.002179909,0.16191469051446947,0.16191469051446947,2504.6375732088636,2504.6375732088636,121.18676556447733,121.18676556447733,0.048998494,0.048998494,4569.747286977492,4569.747286977492,yes
174.wav,0.044725455,0.005644439,0.15564710610932475,0.15564710610932475,2430.2877056214843,2430.2877056214843,115.518405408029,115.518405408029,0.037489004,0.037489004,4377.540946543409,4377.540946543409,yes
336.wav,0.04994172,0.006001631,0.17693679662379422,0.17693679662379422,2702.712688242765,2702.712688242765,160.74866478085488,160.74866478085488,0.06672464,0.06672464,5403.933882636656,5403.933882636656,yes
424.wav,0.07443252,0.025899567,0.13835158762057878,0.13835158762057878,2314.707813067926,2314.707813067926,410.02098735837376,410.02098735837376,0.045005046,0.045005046,4178.5492237741155,4178.5492237741155,yes
675.wav,0.035872713,0.00422773,0.14463173231511253,0.14463173231511253,2429.6173277469225,2429.6173277469225,138.84262917405445,138.84262917405445,0.035132803,0.035132803,4525.157631631832,4525.157631631832,yes
985.wav,0.050148282,0.0066911886,0.18836037982315113,0.18836037982315113,2919.38638220781,2919.38638220781,147.5831761747549,147.5831761747549,0.08224644,0.08224644,5577.307325160772,5577.307325160772,yes
349.wav,0.042889465,0.0065935357,0.16695764670418006,0.16695764670418006,2576.357854292873,2576.357854292873,156.66727218767863,156.66727218767863,0.05231753,0.05231753,4876.335786776527,4876.335786776527,yes
674.wav,0.0350682,0.003648321,0.15564710610932475,0.15564710610932475,2513.5766970568807,2513.5766970568807,137.95174460062955,137.95174460062955,0.043193202,0.043193202,4757.799311696142,4757.799311696142,yes
96.wav,0.03176989,0.0038819008,0.16918709807073956,0.16918709807073956,2654.90284926344,2654.90284926344,138.74849137974087,138.74849137974087,0.064222366,0.064222366,5086.544161977492,5086.544161977492,yes
668.wav,0.036234867,0.004483336,0.13387384445337622,0.13387384445337622,2322.127604435049,2322.127604435049,166.93521524732387,166.93521524732387,0.02852893,0.02852893,4215.938065213022,4215.938065213022,yes
141.wav,0.10306369,0.012337697,0.24458023512861737,0.24458023512861737,3600.7176348363273,3600.7176348363273,114.47925551799709,114.47925551799709,0.16793983,0.16793983,7368.094352893891,7368.094352893891,yes
914.wav,0.036848903,0.004458483,0.15519493569131831,0.15519493569131831,2519.75918966036,2519.75918966036,108.91023594514469,108.91023594514469,0.0475241,0.0475241,4687.037467343248,4687.037467343248,yes
241.wav,0.0985491,0.0072447923,0.20963122990353697,0.20963122990353697,3084.8288227884314,3084.8288227884314,81.81614002183753,81.81614002183753,0.07852256,0.07852256,5575.9225532556275,5575.9225532556275,yes
518.wav,0.10263617,0.01638377,0.14758968046623794,0.14758968046623794,2042.2755082385968,2042.2755082385968,212.5218690213505,212.5218690213505,0.024616322,0.024616322,3306.281400723473,3306.281400723473,yes
748.wav,0.032165088,0.0047607236,0.13460234123794212,0.13460234123794212,2246.277501119602,2246.277501119602,148.17513507014593,148.17513507014593,0.03161882,0.03161882,4012.3765951567525,4012.3765951567525,yes
524.wav,0.10628004,0.010350824,0.14171774517684887,0.14171774517684887,1975.029014397417,1975.029014397417,74.91946897621095,74.91946897621095,0.008077569,0.008077569,3131.9386178657555,3131.9386178657555,yes
381.wav,0.05662641,0.01021214,0.17835610932475884,0.17835610932475884,2724.3996013323426,2724.3996013323426,142.71427532738886,142.71427532738886,0.06615971,0.06615971,5249.808769594051,5249.808769594051,yes
301.wav,0.059674326,0.0050878553,0.17640926446945338,0.17640926446945338,2582.1777584065558,2582.1777584065558,80.7022043972528,80.7022043972528,0.0393686,0.0393686,4563.238859023312,4563.238859023312,yes
598.wav,0.11774984,0.0105428165,0.1944018790192926,0.1944018790192926,3014.6875660204423,3014.6875660204423,111.76454641202811,111.76454641202811,0.08030524,0.08030524,5830.443629421222,5830.443629421222,yes
430.wav,0.02763596,0.0030736066,0.16072774316720256,0.16072774316720256,2539.6885537676158,2539.6885537676158,90.15038643116687,90.15038643116687,0.04402764,0.04402764,4649.094717142283,4649.094717142283,yes
268.wav,0.018783066,0.003599273,0.20529164991961416,0.20529164991961416,3014.1579417402572,3014.1579417402572,94.81871252971683,94.81871252971683,0.072202906,0.072202906,5406.703426446946,5406.703426446946,yes
236.wav,0.0980236,0.0070107984,0.20968775120578778,0.20968775120578778,3086.070432414748,3086.070432414748,78.92821147875861,78.92821147875861,0.07944632,0.07944632,5589.216363545016,5589.216363545016,yes
476.wav,0.020839218,0.001867769,0.15938379220257234,0.15938379220257234,2497.1467430583493,2497.1467430583493,102.05724640232265,102.05724640232265,0.040916234,0.040916234,4539.282305064308,4539.282305064308,yes
396.wav,0.06994228,0.009738914,0.18126381631832797,0.18126381631832797,2859.7960373606415,2859.7960373606415,180.0550104597993,180.0550104597993,0.077439755,0.077439755,5683.5193302853695,5683.5193302853695,yes
989.wav,0.04494662,0.0056797154,0.19057727090032153,0.19057727090032153,2904.4926240194545,2904.4926240194545,162.51767757199337,162.51767757199337,0.08274163,0.08274163,5574.537781350482,5574.537781350482,yes
223.wav,0.003151232,0.0017248098,0.15663308882636656,0.15663308882636656,2290.523909519642,2290.523909519642,200.12026092337118,200.12026092337118,0.03668478,0.03668478,3879.853923834405,3879.853923834405,yes
754.wav,0.032187127,0.0035163856,0.13830762660771703,0.13830762660771703,2222.4650929450854,2222.4650929450854,139.60671605987955,139.60671605987955,0.031004233,0.031004233,3852.7123944935693,3852.7123944935693,yes
870.wav,0.07883928,0.008590378,0.17509043408360128,0.17509043408360128,2630.433825201079,2630.433825201079,131.23372130978223,131.23372130978223,0.048785634,0.048785634,4705.870365253216,4705.870365253216,yes
30.wav,0.022371463,0.004679153,0.13434485530546625,0.13434485530546625,2436.166174128912,2436.166174128912,144.26211258025228,144.26211258025228,0.03525936,0.03525936,4532.496922729099,4532.496922729099,yes
62.wav,0.02635711,0.0029965185,0.15571618770096463,0.15571618770096463,2438.3331444792075,2438.3331444792075,121.18576935705383,121.18576935705383,0.04429937,0.04429937,4417.56085460209,4417.56085460209,yes
459.wav,0.03571383,0.02076598,0.14784716639871381,0.14784716639871381,2402.8183031472563,2402.8183031472563,292.83152155644643,292.83152155644643,0.045236286,0.045236286,4306.086716237942,4306.086716237942,yes
297.wav,0.06087232,0.004194056,0.17608897709003216,0.17608897709003216,2606.9047491115807,2606.9047491115807,77.59245521885255,77.59245521885255,0.041537292,0.041537292,4645.078878617363,4645.078878617363,yes
620.wav,0.022211047,0.0025176995,0.1706503717845659,0.1706503717845659,2702.8404970749657,2702.8404970749657,105.24593991640187,105.24593991640187,0.059294883,0.059294883,5093.191067122187,5093.191067122187,yes
150.wav,0.09711391,0.01488959,0.22719051446945338,0.22719051446945338,3430.3717943037295,3430.3717943037295,131.86306760081118,131.86306760081118,0.1456209,0.1456209,7172.149128315917,7172.149128315917,yes
439.wav,0.051914867,0.028387655,0.1533862540192926,0.1533862540192926,2452.0452253248977,2452.0452253248977,459.571093886265,459.571093886265,0.05746715,0.05746715,4422.130601889067,4422.130601889067,yes
466.wav,0.051674698,0.02927834,0.11748894694533762,0.11748894694533762,2052.532299807199,2052.532299807199,236.99342096500655,236.99342096500655,0.024615752,0.024615752,3603.038019995981,3603.038019995981,yes
631.wav,0.030255314,0.002879628,0.17282958199356913,0.17282958199356913,2738.477511401425,2738.477511401425,116.77435061461702,116.77435061461702,0.068965964,0.068965964,5298.4142634646305,5298.4142634646305,yes
679.wav,0.029898388,0.0036043983,0.1592833098874598,0.1592833098874598,2535.6070090027088,2535.6070090027088,149.12853741169005,149.12853741169005,0.04135224,0.04135224,4683.4370603898715,4683.4370603898715,yes
26.wav,0.030924039,0.004459067,0.16891077170418006,0.16891077170418006,2714.453561672895,2714.453561672895,116.50996891735028,116.50996891735028,0.062528566,0.062528566,5149.9667152331185,5149.9667152331185,yes
216.wav,0.02039569,0.0026085177,0.16747261856913184,0.16747261856913184,2384.2565890636274,2384.2565890636274,101.69276213327942,101.69276213327942,0.031466424,0.031466424,3997.1441042001607,3997.1441042001607,yes
710.wav,0.12775369,0.011827531,0.12177828577170419,0.12177828577170419,1789.5549765561154,1789.5549765561154,105.96003943859556,105.96003943859556,0.009460134,0.009460134,2751.6802527130226,2751.6802527130226,yes
503.wav,0.035042267,0.0035638618,0.16098522909967847,0.16098522909967847,2530.440151192243,2530.440151192243,90.03620187946593,90.03620187946593,0.043667335,0.043667335,4652.002738143086,4652.002738143086,yes
431.wav,0.057994824,0.028484171,0.12732993368167203,0.12732993368167203,2240.0095030588554,2240.0095030588554,262.88054082053077,262.88054082053077,0.03280538,0.03280538,4108.756719754823,4108.756719754823,yes
568.wav,0.079013325,0.010704233,0.14215735530546625,0.14215735530546625,1931.625649934185,1931.625649934185,93.62816777975463,93.62816777975463,0.007579653,0.007579653,2992.4920870176848,2992.4920870176848,yes
551.wav,0.10771898,0.012608755,0.14124673432475884,0.14124673432475884,1961.6295881251515,1961.6295881251515,84.84971882429616,84.84971882429616,0.007843585,0.007843585,3062.838499799035,3062.838499799035,yes
875.wav,0.07244569,0.009297199,0.17298030546623794,0.17298030546623794,2622.7035415813652,2622.7035415813652,125.07989489564521,125.07989489564521,0.050162204,0.050162204,4749.352203074759,4749.352203074759,yes
801.wav,0.07808138,0.009077935,0.17519719654340837,0.17519719654340837,2617.316495772078,2617.316495772078,100.15308999751853,100.15308999751853,0.046111472,0.046111472,4625.13816318328,4625.13816318328,yes
984.wav,0.04885702,0.0060593276,0.19337193528938906,0.19337193528938906,2957.071415396945,2957.071415396945,130.8052398333923,130.8052398333923,0.0866523,0.0866523,5701.659842242765,5701.659842242765,yes
731.wav,0.032146923,0.0058168173,0.15648236535369775,0.15648236535369775,2376.6382865871165,2376.6382865871165,148.68139823353465,148.68139823353465,0.034140836,0.034140836,4091.8625025120577,4091.8625025120577,yes
498.wav,0.010813712,0.001263295,0.1526577572347267,0.1526577572347267,2399.722100971367,2399.722100971367,109.17590747543198,109.17590747543198,0.042583227,0.042583227,4444.148475180868,4444.148475180868,yes
954.wav,0.046860274,0.0046524284,0.17848171221864953,0.17848171221864953,2724.7410547872896,2724.7410547872896,135.60744363721528,135.60744363721528,0.06579473,0.06579473,5164.783774618168,5164.783774618168,yes
846.wav,0.07959207,0.008627425,0.17619573954983922,0.17619573954983922,2639.8035843437215,2639.8035843437215,116.03168576383979,116.03168576383979,0.0517237,0.0517237,4812.6362791398715,4812.6362791398715,yes
325.wav,0.06015508,0.0068837474,0.17905948553054662,0.17905948553054662,2853.557108551096,2853.557108551096,138.41789987702137,138.41789987702137,0.07484595,0.07484595,5660.670593850482,5660.670593850482,yes
554.wav,0.09921395,0.011922461,0.13968925844051447,0.13968925844051447,1972.2508098371914,1972.2508098371914,105.62653766222458,105.62653766222458,0.008543918,0.008543918,3112.967242765273,3112.967242765273,yes
470.wav,0.021301765,0.002170093,0.159226788585209,0.159226788585209,2459.6444587831197,2459.6444587831197,92.63999019832,92.63999019832,0.03922583,0.03922583,4391.111711213826,4391.111711213826,yes
42.wav,0.026357517,0.0029113202,0.1596726788585209,0.1596726788585209,2453.6694231334636,2453.6694231334636,108.2022851681503,108.2022851681503,0.04408404,0.04408404,4375.325311495177,4375.325311495177,yes
465.wav,0.041668862,0.027843893,0.14123417403536978,0.14123417403536978,2280.7533194405623,2280.7533194405623,259.1714184011104,259.1714184011104,0.03464128,0.03464128,4054.8890926446948,4054.8890926446948,yes
883.wav,0.03714667,0.0042701624,0.16825135651125403,0.16825135651125403,2511.754263007435,2511.754263007435,127.76787316377234,127.76787316377234,0.045903087,0.045903087,4473.228685188907,4473.228685188907,yes
280.wav,0.070656046,0.004775441,0.1879082094051447,0.1879082094051447,2636.66664106201,2636.66664106201,76.3148457289397,76.3148457289397,0.039798107,0.039798107,4719.164175542604,4719.164175542604,yes
463.wav,0.023933638,0.0024880497,0.16104175040192925,0.16104175040192925,2519.1223288182596,2519.1223288182596,88.15829589368133,88.15829589368133,0.04246612,0.04246612,4576.255714931672,4576.255714931672,yes
24.wav,0.05575162,0.014456179,0.1363670618971061,0.1363670618971061,2375.681349640351,2375.681349640351,129.5328548962255,129.5328548962255,0.030978562,0.030978562,4307.8869197146305,4307.8869197146305,yes
652.wav,0.027614465,0.004107254,0.1636919714630225,0.1636919714630225,2715.2203287603766,2715.2203287603766,126.3950227132209,126.3950227132209,0.06014835,0.06014835,5176.831290192926,5176.831290192926,yes
183.wav,0.026527053,0.0025907485,0.15397658762057878,0.15397658762057878,2268.517329921005,2268.517329921005,93.695893304525,93.695893304525,0.029462956,0.029462956,3909.903474176045,3909.903474176045,yes
151.wav,0.096175954,0.014003334,0.23296824758842444,0.23296824758842444,3450.162122543828,3450.162122543828,121.94627494390046,121.94627494390046,0.15028891,0.15028891,7155.808819835209,7155.808819835209,yes
762.wav,0.02945231,0.0044159805,0.1457747186495177,0.1457747186495177,2328.694991570258,2328.694991570258,143.6751992269702,143.6751992269702,0.03301978,0.03301978,4006.5605531551446,4006.5605531551446,yes
787.wav,0.050260857,0.029059708,0.17318755024115756,0.17318755024115756,2575.957171943967,2575.957171943967,427.13640235921406,427.13640235921406,0.09506282,0.09506282,4638.570450663184,4638.570450663184,yes
508.wav,0.037644137,0.0034995936,0.17054988946945338,0.17054988946945338,2595.8147326977564,2595.8147326977564,82.44983945926113,82.44983945926113,0.044868845,0.044868845,4750.736974979904,4750.736974979904,yes
709.wav,0.11934277,0.012356223,0.12118167202572347,0.12118167202572347,1803.4984695695018,1803.4984695695018,101.49993315368785,101.49993315368785,0.010254689,0.010254689,2790.176911676045,2790.176911676045,yes
98.wav,0.031856213,0.0034795231,0.16129295618971062,0.16129295618971062,2561.422200265762,2561.422200265762,126.9562485827814,126.9562485827814,0.055174213,0.055174213,4819.283184284566,4819.283184284566,yes
338.wav,0.08392228,0.016678832,0.1321279642282958,0.1321279642282958,2390.65757936971,2390.65757936971,150.20506530888636,150.20506530888636,0.04444413,0.04444413,4930.480368267685,4930.480368267685,yes
304.wav,0.029954297,0.01232105,0.1633528436495177,0.1633528436495177,2458.7698606860254,2458.7698606860254,197.20449427126195,197.20449427126195,0.040326286,0.040326286,4535.820375301447,4535.820375301447,yes
414.wav,0.04285711,0.0054142918,0.16059586012861737,0.16059586012861737,2527.6062650537324,2527.6062650537324,110.44891101089843,110.44891101089843,0.045254648,0.045254648,4695.4845759646305,4695.4845759646305,yes
0.wav,0.0056983572,0.0036535722,0.1838889168006431,0.1838889168006431,2830.0804217278364,2830.0804217278364,168.10214464836724,168.10214464836724,0.08963698,0.08963698,5318.493456089228,5318.493456089228,yes
624.wav,0.021055534,0.0046820072,0.1630953577170418,0.1630953577170418,2637.031531035662,2637.031531035662,127.75393158098966,127.75393158098966,0.053894717,0.053894717,5091.667818026527,5091.667818026527,yes
977.wav,0.034381684,0.005913412,0.17311218850482316,0.17311218850482316,2662.0315931515665,2662.0315931515665,137.00499296530697,137.00499296530697,0.063440286,0.063440286,4980.886065614952,4980.886065614952,yes
221.wav,0.017117014,0.0029091095,0.14590032154340837,0.14590032154340837,2254.17501176066,2254.17501176066,101.50744415319848,101.50744415319848,0.027127646,0.027127646,3825.7093423432475,3825.7093423432475,yes
899.wav,0.037184533,0.0033513396,0.17229576969453375,0.17229576969453375,2633.8374994228575,2633.8374994228575,109.57968458093718,109.57968458093718,0.058702752,0.058702752,4897.938228496784,4897.938228496784,yes
5.wav,0.01261671,0.004528338,0.16384897508038584,0.16384897508038584,2593.3607279497455,2593.3607279497455,122.27888373135852,122.27888373135852,0.060381655,0.060381655,4957.89885198955,4957.89885198955,yes
978.wav,0.03359794,0.005699769,0.17303054662379422,0.17303054662379422,2744.9174369149564,2744.9174369149564,153.33123623613332,153.33123623613332,0.06894356,0.06894356,5231.668257636656,5231.668257636656,yes
458.wav,0.05356073,0.030469937,0.1526828778135048,0.1526828778135048,2439.7272989000285,2439.7272989000285,409.3705501910956,409.3705501910956,0.05260965,0.05260965,4232.693805265273,4232.693805265273,yes
827.wav,0.07763082,0.010384897,0.1682639168006431,0.1682639168006431,2561.297577482298,2561.297577482298,134.6713396355266,134.6713396355266,0.048862606,0.048862606,4678.867313102894,4678.867313102894,yes
921.wav,0.03421002,0.0029745747,0.16689484525723472,0.16689484525723472,2537.096383620211,2537.096383620211,94.9316490230364,94.9316490230364,0.051170077,0.051170077,4695.623053155145,4695.623053155145,yes
933.wav,0.029293962,0.00284686,0.16641127411575563,0.16641127411575563,2530.388598700441,2530.388598700441,96.1647102933456,96.1647102933456,0.05095002,0.05095002,4699.777368870578,4699.777368870578,yes
756.wav,0.029650312,0.0035119022,0.15047854702572347,0.15047854702572347,2372.109886817114,2372.109886817114,124.56356344305784,124.56356344305784,0.039364126,0.039364126,4230.478170217042,4230.478170217042,yes
259.wav,0.10000458,0.009643346,0.20509068528938906,0.20509068528938906,3023.8182150575535,3023.8182150575535,84.21289115899297,84.21289115899297,0.072945915,0.072945915,5455.585874698553,5455.585874698553,yes
427.wav,0.06166468,0.027840683,0.14331290192926044,0.14331290192926044,2372.6952247459176,2372.6952247459176,404.63703617861165,404.63703617861165,0.04837606,0.04837606,4326.8582948151125,4326.8582948151125,yes
421.wav,0.05153747,0.004385528,0.16512384445337622,0.16512384445337622,2589.1565912633,2589.1565912633,93.34927254697878,93.34927254697878,0.04629492,0.04629492,4771.09312198553,4771.09312198553,yes
770.wav,0.029233668,0.0042981696,0.14745779742765272,0.14745779742765272,2338.1246336278123,2338.1246336278123,132.55909647540926,132.55909647540926,0.033389002,0.033389002,3934.275459706592,3934.275459706592,yes
597.wav,0.11755504,0.01189415,0.19114876406752412,0.19114876406752412,2996.0582737779914,2996.0582737779914,97.07806593983258,97.07806593983258,0.076347135,0.076347135,5777.129911073152,5777.129911073152,yes
510.wav,0.035214722,0.0030686634,0.1641881028938907,0.1641881028938907,2542.8545068287285,2542.8545068287285,94.81300931504687,94.81300931504687,0.043424122,0.043424122,4650.479489047428,4650.479489047428,yes
17.wav,0.047917683,0.0070937253,0.1357516077170418,0.1357516077170418,2390.5485055824224,2390.5485055824224,137.90490249931847,137.90490249931847,0.035809718,0.035809718,4465.88939409164,4465.88939409164,yes
726.wav,0.010037068,0.006192231,0.14075688303858522,0.14075688303858522,2278.831720882725,2278.831720882725,145.55480877366077,145.55480877366077,0.038912892,0.038912892,4173.148613344051,4173.148613344051,yes
405.wav,0.06936612,0.012516978,0.17378416398713825,0.17378416398713825,2784.7908802095967,2784.7908802095967,195.76396961622848,195.76396961622848,0.071833566,0.071833566,5509.453501808682,5509.453501808682,yes
20.wav,0.03963275,0.010230886,0.151414288585209,0.151414288585209,2603.365133317381,2603.365133317381,154.6868065203786,154.6868065203786,0.052177295,0.052177295,4925.2182350281355,4925.2182350281355,yes
654.wav,0.03000386,0.0036100296,0.15904466438906753,0.15904466438906753,2676.263471045785,2676.263471045785,130.7352964972178,130.7352964972178,0.056433123,0.056433123,5147.889557375402,5147.889557375402,yes
478.wav,0.029001188,0.01169114,0.14676698151125403,0.14676698151125403,2404.3552167231414,2404.3552167231414,259.9516462439179,259.9516462439179,0.045320388,0.045320388,4442.486748894695,4442.486748894695,yes
314.wav,0.035675503,0.005186047,0.16518664590032153,0.16518664590032153,2592.72267965361,2592.72267965361,160.93087039457615,160.93087039457615,0.053365752,0.053365752,4984.071040996784,4984.071040996784,yes
795.wav,0.09974613,0.008550243,0.1711904642282958,0.1711904642282958,2659.6802437086662,2659.6802437086662,104.743542769941,104.743542769941,0.049694538,0.049694538,4815.959731712219,4815.959731712219,yes
605.wav,0.13550678,0.011440917,0.1973033058681672,0.1973033058681672,3068.014858132196,3068.014858132196,109.50601310833696,109.50601310833696,0.08518403,0.08518403,5948.149241358521,5948.149241358521,yes
434.wav,0.026690084,0.0026583849,0.16048909766881028,0.16048909766881028,2516.388205636916,2516.388205636916,89.83911654465899,89.83911654465899,0.041475378,0.041475378,4552.02220659164,4552.02220659164,yes
394.wav,0.07369231,0.012282141,0.16099778938906753,0.16099778938906753,2634.316032408834,2634.316032408834,149.12823498032654,149.12823498032654,0.05953046,0.05953046,5279.1659339831185,5279.1659339831185,yes
670.wav,0.028548416,0.005523041,0.12503140072347266,0.12503140072347266,2143.5099795901206,2143.5099795901206,240.67076796637622,240.67076796637622,0.02561152,0.02561152,3863.513615353698,3863.513615353698,yes
702.wav,0.11669345,0.016052593,0.1154039389067524,0.1154039389067524,1675.1856176055276,1675.1856176055276,116.30948686953452,116.30948686953452,0.007000304,0.007000304,2543.272080988746,2543.272080988746,yes
705.wav,0.038136106,0.022108031,0.09317222668810289,0.09317222668810289,1423.6648860692728,1423.6648860692728,101.97845709346711,101.97845709346711,0.0047761956,0.0047761956,2297.336590635048,2297.336590635048,yes
32.wav,0.008582064,0.0022794905,0.16036977491961416,0.16036977491961416,2595.8630807206528,2595.8630807206528,125.5685261335706,125.5685261335706,0.051560048,0.051560048,4810.974552853698,4810.974552853698,yes
891.wav,0.056007717,0.008811182,0.16273110932475884,0.16273110932475884,2545.912636515276,2545.912636515276,92.26404879612919,92.26404879612919,0.053574216,0.053574216,4799.619423231511,4799.619423231511,yes
276.wav,0.07079879,0.005729051,0.18602416599678456,0.18602416599678456,2597.6463239507107,2597.6463239507107,80.57401540794477,80.57401540794477,0.03748956,0.03748956,4592.5960234123795,4592.5960234123795,yes
586.wav,0.11538755,0.012006725,0.19126180667202572,0.19126180667202572,3005.9425194712203,3005.9425194712203,97.712637459331,97.712637459331,0.078117624,0.078117624,5786.68483721865,5786.68483721865,yes
456.wav,0.040814616,0.021442639,0.12849176045016078,0.12849176045016078,2184.2296912938377,2184.2296912938377,182.08760150566263,182.08760150566263,0.029912869,0.029912869,3885.5314886454985,3885.5314886454985,yes
501.wav,0.04434181,0.026053516,0.13325211012861737,0.13325211012861737,2182.586522782826,2182.586522782826,482.64614316498677,482.64614316498677,0.05192112,0.05192112,3883.5928079782957,3883.5928079782957,yes
59.wav,0.027331773,0.0033706736,0.16057701969453375,0.16057701969453375,2508.006710084912,2508.006710084912,120.51123651219386,120.51123651219386,0.046080202,0.046080202,4584.287391981511,4584.287391981511,yes
138.wav,0.11704616,0.01373544,0.2505966137459807,0.2505966137459807,3658.216322845859,3658.216322845859,112.07579695204718,112.07579695204718,0.17164393,0.17164393,7433.594064007235,7433.594064007235,yes
275.wav,0.07128526,0.0055426713,0.18993041599678456,0.18993041599678456,2633.1949935333478,2633.1949935333478,93.18902761920495,93.18902761920495,0.040076617,0.040076617,4701.300617966238,4701.300617966238,yes
218.wav,0.019422432,0.0018884636,0.15642584405144694,0.15642584405144694,2335.023640054685,2335.023640054685,94.39962988398709,94.39962988398709,0.03153097,0.03153097,4014.038321442926,4014.038321442926,yes
